Type,Name,Desc,Price
Bourbon,Russell's Reserve K&L Exclusive Single Barrel #550 Kentucky Bourbon (750ml)," 
                                                        The Wild Turkey Distillery is on the short list of my absolute favorite places to visit in Kentucky. It's not only the picturesque rolling hills and beautiful views over the Kentucky River, but also the familiar faces of the Russell family who have been in charge of the plant near Tyrone for decades. Now that the 3rd generation of Russell is coming into the fold we can see a clear continuity for this special brand long into the future. Bruce Russell, son of Eddie, is at the distillery learning the ropes from Grandpa Jimmy. Bruce is as passionate, enterta...
                                                        Read More » 
 Read More » ",$59.99 
Bourbon,"Basil Hayden's 2017 Release ""Dark Rye"" Whiskey (750ml)"," A marriage of Beam Kentucky rye whiskey, Canadian rye whiskey, and actual port wine, the new Basil Hayden's Dark Rye is a dessert-like whiskey that drinks in the same vein as the High West Mid-Winter Night's Dram or the Angel's Envy: a richly flavored elixir with a fat, chewy finish from the port. ",$49.99 
Bourbon,Russell's Reserve K&L Exclusive Single Barrel #545 Kentucky Bourbon (750ml)," 
                                                        We know that Wild Turkey is producing some of the best stuff out there because we've tasted it. The brand itself has a long history of producing super high quality bourbon. The origins of the brand starts with an executive at the prominent spirits company Austin Nichols. He had pulled samples from the Old Hickory distillery, built originally in 1891, for a Turkey hunting trip and when his f starting requesting ""that Wild Turkey"" whiskey - he knew he'd got something special. They bottled bourbons from multiple Kentucky distillers, but most of the stocks c...
                                                        Read More » 
 Read More » ",$59.99 
Bourbon,Russell's Reserve K&L Single Barrel #998 Kentucky Bourbon (750ml)," 
                                                        If you've ever dipped your nose into a box of cinnamon red hots and inhaled all that sweetly-spiced goodness, then consider yourself well prepared for our latest single barrel (#998) from Wild Turkey Distillery, the spiritual home of fine Kentucky Bourbon. We rummaged through the warehouses with both Jimmy and Eddy Russell to dig out this concentrated cask and there was a unanimous sense of awe in the room after we tapped this particular barrel. Originally filled in October of 2008, we bottled this baby right after its 9th birthday, right about the time ...
                                                        Read More » 
 Read More » ",$59.99 
Bourbon,Knob Creek Small Batch 100 Proof Bourbon (750ml),"92 points Wine Enthusiast: ""Delicious but fiery, this nine-year-old small-batch Bourbon offers deep toffee aromatics and bold flavor. On the palate, look for relatively dry flavors: leather, cedar, dried orange peel. A splash of water softens the profile to bring out more vanilla, honey, even a touch of chocolate."" (9/2014) 90 points Whisky Advocate: ""Knob was one of the first bourbons I had when I started taking whiskey seriously, and it’s still a kicker. No-nonsense, flint-hard nose: slickly-polished oak furniture, cinnamon stick, cracked rye, wet cornmeal, hard candies. Bang! A lean whiskey that gets in your  ...Read More » ",$22.99 
Bourbon,George Dickel No. 12 Tennessee Whiskey 90 Proof (750ml),"92 points Wine Enthusiast: ""*4 Stars/Superb/Highly Recommended*   The delightful bouquet offers potent tobacco ash, paraffin, sweet oak and grain kernel. The palate entry has spirity warmth and tastes of cigarette tobacco, light honey and cereal grain; midpalate texture is creamy and deliciously sooty. Finishes buttery, spirity and clean."" (8/2007)  Whisky Advocate: ""The most aggressive of the bunch, with the wood playing a dominant role. Toffee, rummy molasses, roasted nuts, barrel char, leather, tobacco, and a wisp of smoke.  (Vol. 21, #1)""  ",$19.99 
Bourbon,Old Grand Dad 114 Proof Kentucky Bourbon (750ml)," The classic Jim Beam expression - big spice, lots of cinnamon and clove notes, with great richness cutting through the high proof. ",$27.99 
Bourbon,"Wild Turkey ""Master's Keep - Decades"" Kentucky Straight Bourbon Whiskey (750ml)","94 points Whisky Advocate: ""Wild Turkey often exhibits a delightful earthiness, and when earth meets sweet in whiskey, it’s a beautiful thing. Wild Turkey Master’s Keep Decades achieves a rich texture where deep-tilled soil, fresh-cut grass, and mushrooms meet leather and dark chocolate, followed by dill, oregano, and oak. Caramel and vanilla explode over a heavy dose of cinnamon. Master distiller Eddie Russell mingled barrels ranging from 10 to 20 years old in order to strike this balance and complexity. His method displays the potential of combining extremely old stocks into batc ...Read More » ",$129.99 
Bourbon,Mulholland American Whiskey (750ml)," 
                                                        This magical creation from LA's newest bottler of fine spirits represents the hottest product in Hollywood. The buzz is out because this whiskey represents the future of whiskey world and it's damn tasty. Logic tells us that it must be young but certainly doesn't taste like the pleuthora of young whiskey flooding the market these days. Distilled in Indiana, aged in Owensboro Kentucky, and bottled in Los Angeles, this is seriously drinkable stuff for the price. The 94% corn mashbill lends itself to this easy drinking style and a tiny bit of rye is added t...
                                                        Read More » 
 Read More » ",$29.99 
Bourbon,"Yellowstone ""Select"" Kentucky Bourbon (750ml)"," Yellowstone has been reborn. The new distillery in Lebanon Kentucky is up and running with is craft sized production of 1 barrel a day - a capacity of just 40,000 proof gallons a year. The Select Bourbon is a beautiful marriage of 4 and 7 year old stocks of Kentucky Straight Bourbon barrels. It has won several notable awards including a platinum medal at the 2017 SIP Awards and gold at the 2017 Berlin Spirits Competition. ",$34.99 
Bourbon,"Johnny Drum ""Private Stock"" 101 Proof Bourbon Whiskey (750ml)"," Whisky Advocate: ""Plenty of color, and the nose says it ain’t lying. Sharp warehouse oak aroma puts an edge on an authoritative nose of honey, Indian pudding, spicy hard candy, and old-fashioned root beer, the not-too-sugary kind. Fiery and bold on the tongue as oak roars from start to finish, but the sweetness builds sip-by-sip: cornbread, buckwheat honey, King syrup, and a teasy bit of citrus peel. Long finish as the oak dies down. At this price, let’s keep it our secret. Sourced whiskey. (Fall 2015)"" K&L Notes:  
                                                        Made by Kentucky Bourbon Distillers, Ltd, which run by the Kulsveen fam...
                                                        Read More » 
 Read More » ",$39.99 
Bourbon,Baker's Bourbon (750ml),"93 points Wine Enthusiast: ""Lean, dry and spicy, this seven-year-old small-batch Bourbon may be reminiscent of of rye whiskey. It has a mild maple scent and complex layers of vanilla, cigar wrapper, tea and orange peel, with a spicy finish. The alcohol feels moderate, even mellow, for over 100 proof. (KN)"" (9/2014) K&L Notes:  A classic from Jim Beam's small batch collection. ",$39.99 
Bourbon,"Smooth Ambler ""Contradiction"" Bourbon (750ml)",  ,$42.99 
Bourbon,"""Old Ripy"" Limited Edition Kentucky Bourbon (375ml)",  ,$49.99 
Bourbon,Minor Case Sherry Cask Rye Whiskey (750ml)," Minor Case is a sherry-aged rye whiskey distilled in Indiana, but matured and bottled by Luxco out of St. Louis. Richer and smoother due to the Oloroso influence, this is the ultimate crossover for American and Scotch whiskey fans. ",$42.99 
Bourbon,King's County Distillery Peated Bourbon 200ml,  ,$24.99 
Bourbon,"Russell's Reserve ""K&L Exclusive"" Single Barrel #376 Kentucky Bourbon (750ml)"," 
                                                        We rummaged through the warehouses with both Jimmy and Eddy Russell to dig out this single barrel of Wild Turkey, cask #376, and instantly pulled the trigger once we tasted it. The bourbon has a round and mouthcoating texture, combined with loads of spice and oak char. Originally filled in November of 2008, we bottled this baby right around its ninth birthday, about the time Jimmy Russell believes these Wild Turkey whiskeys show their best. Emptied at 113.7 proof, everything about this whiskey showcases the textbook and trademark characteristics of the d...
                                                        Read More » 
 Read More » ",$59.99 
Bourbon,Knob Creek K&L Exclusive Single Barrel #5781A Kentucky Straight Rye Whiskey (750ml)," 
                                                        This beautiful single barrel of Knob Creek rye isn't just bottled at 57.5% for a spicy and explosive flavor, it was sourced from floor 9, rick 14, tier 2 at the very top of Beam's F rickhouse where the temperature in the summer is at the hottest. That means maximum water evaporation and a serious amount of oak concentration. In contrast to our other incredible barrel of Knob Creek rye, this particular specimen is loaded with big vanilla, big richness, and huge power. Fans of American whiskey of any type will want to add this to their collection as it's a...
                                                        Read More » 
 Read More » ",$47.99 
Bourbon,"Jefferson's ""Ocean Voyage"" Aged at Sea Very Small Batch Bourbon (750ml)"," 
                                                        This bourbon started out as an experiment with just three bourbon barrels as Jefferson's CEO Trey Zoeller decided to see what would happen if Bourbon was left to age on a ship  in extreme weather conditions. From the distillery: ""The result was a thick, dark bourbon that showcases complex flavors reminiscent of other spirits; the almost black color and caramel flavors resemble a dark rum as the sugars within the barrels caramelized; the briny, savory taste from the barrels breathing the sea air is reminiscent of Islay Scotch; and at its core, it’s a true...
                                                        Read More » 
 Read More » ",$82.99 
Bourbon,Bowman Bros Small Batch Virginia Straight Bourbon Whiskey (750ml) (Elsewhere $40),"90 points Wine Enthusiast: ""Though it needs a little coaxing, this small-batch Bourbon is a fitting tribute to the four Bowman brothers, Virginia militia officers in the Revolutionary War. Give it some time and a splash of ice water, and the aromas and flavors open up. Look for sweet notes of almond, cocoa and caramel, plus the clove and nutmeg notes that build on the finish."" K&L Notes:  
                                                        Distilled three times on a pot still like an Irish whiskey, Bowman Distillery in Virginia has been quietly churning out elegant Bourbon whiskey for years. Purchased by Sazerac in 2003, the operation has slowly ...
                                                        Read More » 
 Read More » ",$29.99 
Bourbon,Michter's US #1 Sour Mash Whiskey (750ml),"93 points Wine Enthusiast: ""Resurrected after 23 years, this smooth, buttery American whiskey is worth the wait. It has mellow vanilla and oak flavors, with a faint cherry essence on the long finish that seems to urge, 'stir up a few Manhattans already.' (KN)"" (7/2013)  Wine & Spirits: ""There hasn’t been a Michter’s distillery for some time now, until this new one recently sprang to life. That means the whiskey in the bottle comes from other producers, but it doesn’t make the whiskey inside Mitcher’s Sour Mash Whiskey any less delicious. Or mysterious. There is no age statement or mashbill to glean an ...Read More » ",$49.99 
Bourbon,Old Bardstown Kentucky Straight Bourbon Whiskey (750ml), The first regular bourbon release from the newly minted Willett Distillery in Nelson County Kentucky. Very limited yet very affordable. ,$22.99 
Bourbon,"Savage & Cooke ""The Burning Chair"" Bourbon (750ml)",  ,$52.99 
Bourbon,Nooku Bourbon Cream (750ml),  ,$27.99 
Bourbon,King's County Distillery Bourbon 200ml," 
                                                        A fine effort for this little craft distillery out of Brooklyn. Funky, spirity, powerful, and made to drink. The little bottles fit snugly in your skinny jeans. From the distillery: ""Kings County Distillery’s Bourbon is made from New York State organic corn and malted barley from the U.K., and aged in new, American oak charred barrels. It is characterized by a rich aroma of fresh corn, balanced with the sweet caramelized oak sap from small casks. It has a very strong sweet base with flavors of vanilla and caramel, a deep molasses taste to the middle note...
                                                        Read More » 
 Read More » ",$22.99 
Bourbon,Old Bardstown Estate Kentucky Straight Bourbon Whiskey (750ml)," 95 points from Jim Murray's Whisky Bible. The Old Bardstown Estate is one of KBD's premium offerings and bottled at 101 proof. It's a high corn recipe, so less spice and more round rich flavors than some of KBD's other high-end offerings. For all those missing Black Maple Hill's juice, this might be a solid substitute. ",$34.99 
Bourbon,"Savage & Cooke ""Second Glance"" American Whiskey (750ml)",  ,$35.99 
Bourbon,Cleveland Underground Black Cherry Wood Finished Bourbon Whiskey (750ml),  ,$34.99 
Bourbon,Tuthilltown Hudson Baby Bourbon (375ml)," Wine Enthusiast: ""Sweet caramel corn on the lips, silky on the swallow."" (1/2015) K&L Notes:  Tuthilltown Spirits is located along New York Hudson's River and has the distinction of being the first New York distillery to (legally) make bourbon since Prohibition. The Hudson Baby Bourbon is a single-grain bourbon made entirely from New York corn, and it is aged in small American oak barrels that impart vanilla caramel notes and soften the spirit's edges. Mild, this is a great introduction to bourbon, but enjoyable for even the most discerning connoisseur. ",$42.99 
Bourbon,"High West ""Boulevardier"" Barrel Aged Whiskey Cocktail (750ml)"," 
                                                        From High West: The Boulevardier cocktail was created in 1927 by Erskine Gwynne, nephew of railroad tycoon Alfred Vanderbilt.  Erskine moved to Paris and began The Boulevardier, a monthly literary magazine patterned after The New Yorker.  He also frequented the well-known Harry’s New York Bar and was known for his drinking prowess. ""Gwynne made his cocktail with one-part Campari, one-part Italian vermouth, and one-part bourbon. Ours is a little more whiskey-forward,"" High West proprietor David Perkins said. ""We mix two parts bourbon, one part Vya sweet v...
                                                        Read More » 
 Read More » ",$44.99 
Bourbon,"Wild Turkey ""Rare Breed"" Small Batch Barrel Proof Bourbon (750ml)","90 points Whisky Advocate: ""Cotton candy, marshmallows roasting over an open campfire, baked apples, and cornbread batter start a whiskey that then offers hints of caramel apples, pumpkin pie, and roasted pecans. Water opens it up to more nuanced fruit, spice, and sweetness. Without water, brown-sugar butter dominates about mid-palate and leads to a long finish. Dilution makes this a completely different whiskey experience. (FM, Fall 2017)"" K&L Notes:  
                                                        Wild Turkey Rare Breed is a high proof marriage of casks that brings more power and spice than some of the other more mellow WT expressions. It's...
                                                        Read More » 
 Read More » ",$39.99 
Bourbon,Medley Bros. Kentucky Straight Bourbon Whiskey (750ml)," 
                                                        This classic brand is finally back in the hands of its namesake family. The wonderful and affordable high proof bourbon was originally produced by Wathen Medley at the Owensboro Distillery in the 1940s and '50s. The brand left family hands in the late '50s, but Sam Medley has worked tireless to win back the rights to his family's old brands. The resulting product is an incredibly well priced 100+ proof bourbon targeting the craft cocktail movement. What that means for you is another excellent $20ish Kentucky bourbon and more proof that American Whiskey r...
                                                        Read More » 
 Read More » ",$23.99 
Bourbon,"George Dickel ""K&L Exclusive"" 9 Year Old Single Barrel #7234K1002 Tennessee Whiskey (750ml)"," 
                                                        When you talk to passionate Bourbon drinkers today, most of them are looking for the rich, sweet, bold flavored, high proof editions that seem to have completely evaporated from today's market. Part of the reason the Van Winkle expressions (and the Weller Bourbons by default) became so beloved, besides the pull of pop culture, has to do with their sweeter profile due to the lack of rye grain in the mashbill as a balance. While not technically categorized as Bourbon (Dickel does by Tennessee whiskey even though it qualifies as such), the distillery's high...
                                                        Read More » 
 Read More » ",$44.99 
Bourbon,"George Dickel ""K&L Exclusive"" 9 Year Old Single Barrel #L7234K1004 Tennessee Whiskey (750ml)"," 
                                                        When you talk to passionate bourbon drinkers today, most of them are looking for the rich, sweet, boldly flavored, high-proof editions that seem to have completely evaporated from today's market. Part of the reason the Van Winkle expressions (and the Weller bourbons by default) became so beloved, besides the pull of pop culture, has to do with their sweeter profile due to the lack of rye grain in the mash bill as a balance. While not technically categorized as bourbon (Dickel goes by Tennessee whiskey even though it qualifies as such), the distillery's h...
                                                        Read More » 
 Read More » ",$44.99 
Bourbon,Belle Meade Sour Mash Bourbon (750ml)," Belle Meade Sour Mash Bourbon is an LDI whiskey blended by Greenbrier Distillery in honor of ancestor Charles Nelson. It's much more mellow than most of the high-rye recipes out there on the market as its an attempt to capture the style of whiskey that made Nelson's Nashville, Tennessee operation so famous. ",$39.99 
Bourbon,Old Elk Blended Straight Bourbon Whiskey (750ml),  ,$44.99 
Bourbon,Leopold Bros. American Whiskey (750ml)," Whisky Advocate: ""Corn pudding and ryespice nose, very plain-spoken, with just the barest hint of berries. Flavors of light custard, corn, rye, brown sugar, light maple, and vanilla ignite a fiery wash across the tongue, with a fairly hot finish. This is a delicate and subtle bourbon, one that would be lost if mixed with something too big, but rewarding when enjoyed neat. Nicely done."" K&L Notes:  
                                                        Colorado's mad brothers have finally launched what should be one of the most anticipated whiskies of the year.  A fantastically light and playful corn-based spirit that sips as easily as it m...
                                                        Read More » 
 Read More » ",$39.99 
Bourbon,"Smooth Ambler ""Old Scout"" American Whiskey (750ml)",  ,$31.99 
Bourbon,"Wyoming Whiskey ""Outryder"" Straight American Whiskey (750ml)"," 
                                                        All the good folks at Wyoming Whiskey wanted to do was make some good old fashioned rye whiskey. When they approached Master Distiller Steve Nally and his response was unequivocally, ""NO!"" Asking a wheated bourbon boy to make you rye whiskey is a bit like asking a F-16 Pilot to drive a tank, it's probably not going to go smoothly. After much insistence from his employer, Master Distiller Steve Nally finally relinquished. On day one of rye production things went awry (no pun intended). Steve was fuming. He had warned everyone about the dangers of rye. The...
                                                        Read More » 
 Read More » ",$49.99 
Bourbon,Ezra Brooks Kentucky Straight Bourbon (750ml)," Ezra Brooks is a value-priced Bourbon that comes from one of Kentucky's largest producers located in Bardstown, but is bottled by Luxco out of St. Louis. Don't be fooled by the low price, just don't tell anyone it's like Elijah Craig for less money! ",$14.99 
Bourbon,Evan Williams Bottled-in-Bond 100 proof Bourbon (1L),  ,$23.99 
Bourbon,Buffalo Trace Kentucky Straight Bourbon Whiskey (1.75L),  ,$44.99 
Bourbon,2Bar Spirits Straight Bourbon Whiskey (750ml)," 
                                                        The 2Bar Distillery is proving once again that the Pacific Northwest is the premier region for thoughtfully made craft whiskies. 2Bar has been ranching in South Texas for more than 5 generations, but a risky gamble in Seattle has turned into one of the premier grain to glass whiskies on the market. Hand crafted from locally sourced grains, 2Bar is doing 100% of the milling in house. They're using an unusual mashbill of corn, winter wheat and four types of malted barley. New charred 30-gallon barrels for more than 2 years and you've got something that's a...
                                                        Read More » 
 Read More » ",$44.99 
Bourbon,Cleveland Underground Apple Wood Finished Bourbon Whiskey (750ml),  ,$34.99 
Bourbon,Maker's Mark Cask Strength Kentucky Bourbon Whiskey (750ml)," Whisky Advocate: ""The original Maker’s Mark, tried and true, and the same since the 1950s. The nose is consistent with a flare on the floral, toffee and caramel, roasted almonds, and loads of vanilla. Just when you think you’ve tasted this a million times, it offers candied fruit and pie crust with the final touches of praline and a hint of pecan shell. (FM, Spring 2016)"" K&L Notes:  
                                                        Kentucky's most popular wheated bourbon that isn't called ""Pappy,"" Maker's Mark has long been famous for using winter wheat as the flavor grain (along with the majority of corn) instead of the ubiquitous r...
                                                        Read More » 
 Read More » ",$46.99 
Bourbon,Old Forester K&L Exclusive Single Barrel #2023 Straight Kentucky Bourbon Whisky (750ml)," 
                                                        We've started to see more and more interest in the Old Forester brand as it represents some of the finest values in the industry. When we finally got into the distillery in Spring of 2017, we found a very classic operation using a proper souring room, like you'd find at Four Roses or Wild Turkey, and two of the only thumpers left in Kentucky. The result is one of the smoothest, easiest to appreciate bourbon on the market. This great little cask of Old Forester was dumped on July 28th, 2017 and distilled on November 1st, 2012. Incredible how much depth an...
                                                        Read More » 
 Read More » ",$39.99 
Bourbon,I.W. Harper 15 Year Old Straight Bourbon Whiskey (750ml)," Whisky Advocate: ""Diageo has 'brought I.W. Harper home' after years of absence from the U.S. market with this bottling and a base bottling (see below). The source is 'new' Bernheim, but with a different mashbill from the base; this is 86% corn. Nose is warm corn and oak, with some spicy clove and cinnamon notes. Great medium-weight body and balance, palate repeats the nose, oaky-sweet finish; well-integrated whiskey. But my eyes pop at the price. (Summer 2015)""  ",$89.99 
Bourbon,Evan Williams 1783 No 10 Bourbon (750ml)," Same mash bill as the Evan Williams you already know and love here at K&L, but much much less expensive. Small batch bourbon that comes in right around the 7 year mark for 17 bucks! ",$16.99 
Bourbon,Jack Daniel's Gentleman Jack Tennesse Whiskey 750ml (ships as 1.5L)," Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product before it can be shipped. According to Wine Enthusiast: ""The opening inhalations offer succulent scents of fresh flowers, new oak, light caramel and butter...Palate entry is seamless, off-dry and slightly nutty/oaky; at midpalate the taste veers to the fruity/grainy side of the flavor spectrum."" (12/04) ",$28.99 
Bourbon,Berkshire Mountain Massachusetts Bourbon 750ml," Rich, with sweet vanilla from the new charred barrels, this is a benchmark bourbon for the United States craft distilling movement.  A young bourbon, that actually tastes like bourbon, and does NOT hail from Kentucky.  Let's hope that Berkshire Mountain continues to bring the goods.  So far their whiskey is a good sign. ",$39.99 
Bourbon,Spirit Works Rye Whiskey (750ml),  ,$54.99 
Bourbon,"Jefferson's Grand Selection ""Pichon Baron Cask"" Small Batch Bourbon (750ml)",  ,$139.99 
Bourbon,Tuthilltown Hudson Manhattan Rye (750ml)," 
                                                        Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. It wouldn't really be fair to say that this Hudson River distillery is hopping on the current rye-loving band wagon when, in actuality, the state of New York was well-known for its ryes before Prohibition. But, surprisingly, rye hasn't been made in the state (legally) since that time. Tuthilltown Spirits' Hudson Manhattan Rye revives the tradition with class. This small batch whiskey is made with whole grain rye and it has a lovely floral and fruit-filled n...
                                                        Read More » 
 Read More » ",$54.99 
Bourbon,"Burnside ""Oregon Oak"" Bourbon Whiskey (750ml)", Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$49.99 
Bourbon,"Barrel Hitch ""Oregon Oak"" American Whiskey (750ml)", Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$26.99 
Bourbon,Rieger's Kansas City Whiskey 750ml,  ,$39.99 
Bourbon,"George Dickel ""K&L Exclusive"" 9 Year Old Single Barrel #L8040K1007 Tennessee Whiskey (750ml)",  ,$44.99 
Bourbon,"Orphan Barrel ""Rhetoric"" 24 Year Old Kentucky Bourbon Whiskey (750ml )",  ,$159.99 
Bourbon,Barrel Hitch American Whiskey (750ml), Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$22.99 
Brandy,"Copper & Kings ""Butchertown"" Reserve Casks Brandy (750ml) (Previously $60)"," 
                                                        Available exclusively at K&L in California, Copper & Kings is going be the next big thing in American microdistillation. Think of them as the St. George or the Anchor Steam of Kentucky. Started in 2014 by Joe and Lesley Heron, the Louisville-based brandy upstart uses three gigantic Vendome copper pot stills to craft a number of different brandy expressions, both from grapes and apples. Those spirits are then blended into an aged solera system of older expressions, created from mature stocks purchased across the country from other pot-distilling brandy pr...
                                                        Read More » 
 Read More » ",Hidden
Brandy,Cardenal Mendoza Solera Spanish Brandy (750ml)," 90-95 points Wine Enthusiast: ""No wallflower, this one. The intensity of the bouquet starts right with the pour as waves of prunes and raisins rise from the glass; air contact stirs deeper aromas, most notably orange rind, peppermint and roasted nuts. This rich, heavyweight brandy features layers of flavor, including cocoa, toffee, caramel, cream Sherry and oaky vanilla. Finishes as large and robust as it started."" (12/2002) K&L Notes:  
                                                        There is no better way to spend a winter evening than sipping on a nice glass of brandy. Cardinal Mendoza Brandy is produced in Jérez, Spain. Founded in 1781, Cardi...
                                                        Read More » 
 Read More » ",$31.99 
Brandy,Clear Creek Pear Brandy (375ml),"94 points Wine Enthusiast: ""Soft and subtle, this clear eau de vie has a gentle but authentic fresh pear aroma. On the palate, it’s slightly perfumy, then pear flavor bursts through on the finish, accompanied by spicy ginger and white-pepper notes. Overall, this offers a remarkably pure expression of fruit. (KN)"" (12/2014) K&L Notes:  
                                                        The New York Times called Clear Creek's Pear Brandy ""quite spectacular,"" and it is. Made from Bartlett pears grown in Clear Creek's own orchards in Parkdale, Oregon, the fruit is crushed and fermented, and then the whole mash is run through German-made pot stills. ...
                                                        Read More » 
 Read More » ",$23.99 
Brandy,Somerset Cider Brandy Co. 10 Year Old Apple Brandy (750ml)," 
                                                        With a farm consisting of over 180 acres of apple orchards, Julian Temperley has been distilling brandy and making cider at Somerset since 1989 when he was granted the UK's first ever cider-distilling license. Cider production in the UK dates back to the Romans, but the West of England in particular has a number PGIs - protected geographical origins - where the orchards are treated like Burgundian vineyards, each with its own particular terroir. Much like a single malt distillery, Somerset uses hogsheads, sherry butts, and port pipes to age its brandies....
                                                        Read More » 
 Read More » ",$49.99 
Brandy,Ararat Akhtamar 10 Year Old Armenian Brandy (750ml)," Producer notes: ""Beautiful amber color with a touch of copper. Lively and elegant aroma. Beeswax, hazelnut and oak bark with traces of vanilla and dried plum dominate the bouquet. Rounded, hidden, sweetish taste unfolds gradually offering you a temptingly long aftertaste. Light dryness in the end is counter-balanced by shades of cinnamon."" ",$44.99 
Brandy,Germain-Robin Craft Method Brandy (750ml)," This is the same as the Fine Alambic, just a new name and a new label.  The younger (VSOP) brandies from Germain-Robin have wonderful Californian fruit overtones. The basic wines are Colombard and Chenin Blanc, with Gamay Beaujolais and Pinot Noir. Other varietals are used for complexity and balance. Pure and flavorful. ",$49.99 
Brandy,Osocalis Rare Alambic California Brandy (750ml)," 
                                                        Osocalis is a small, artisanal distillery in Soquel, California. The name Osocalis is the original Native American name for Soquel, today part of the greater Santa Cruz area. They use a small (100-gallon) antique alambic Charentais still, imported from Cognac, to produce brandies using grapes and apples from the cooler coastal regions of California. They strive to create products that have the length, elegance and finesse of old world brandies, such as Cognac and Calvados, but with the fruit intensity and structure of California wines. Osocalis's first p...
                                                        Read More » 
 Read More » ",$39.99 
Brandy,"1991 Villa Zarri 24 Year Old ""K&L Exclusive"" Single Barrel Cask Strength Italian Brandy (750ml)"," 
                                                        Nestled into the hills of Emilia Romagna is the Villa Zarri distillery, a small production run by Guido Zarri with a stunning portfolio of traditional Italian recipes and impeccable aged brandies. The Cognac-style brandies are distilled on an alembic pot still by from Trebbiano (the Italian version of Ugni Blanc, same as Cognac) and aged in French Limousin oak for at least 10 years. They are unadulterated, have no added caramel or sugar, and are like fuller, richer, more interesting versions of their French cousins. I was absolutely smitten with the 10 a...
                                                        Read More » 
 Read More » ",$99.99 
Brandy,"Ararat ""Otborny"" 7 Year Old Armenian Brandy (750ml)",  ,$31.99 
Brandy,Laird's 100 Proof Straight Apple Brandy (750ml)," Don't be fooled by the less expensive blended variety. This is the real deal and is 100% aged apple brandy, none of the neutral stuff. Apple Jack is America's Calvados, although you must only have the straight apple brandy to avoid the blends. This is a necessity for anyone creating an authentic bar. And if you don't have what it takes to make a delicious Jack Rose cocktail, or a Calvados Cocktail, then you don't have an authentic bar. Laird's is the Rittenhouse Rye of apple distillates. (David Driscoll, K&L Spirits Buyer) ",$29.99 
Brandy,Fundador Spanish Brandy 750ml,  ,$17.99 
Brandy,Somerset Cider Brandy Co. 5 Year Old Apple Brandy (750ml)," 
                                                        With a farm consisting of over 180 acres of apple orchards, Julian Temperley has been distilling brandy and making cider at Somerset since 1989 when he was granted the UK's first ever cider-distilling license. Cider production in the UK dates back to the Romans, but the West of England in particular has a number PGIs - protected geographical origins - where the orchards are treated like Burgundian vineyards, each with its own particular terroir. Much like a single malt distillery, Somerset uses hogsheads, sherry butts, and port pipes to age its brandies....
                                                        Read More » 
 Read More » ",$36.99 
Brandy,"Argonaut ""Speculator"" California Brandy (750ml)",  ,$34.99 
Brandy,"Copper & Kings ""Blue Sky Mining"" Brandy (375ml) (Previously $40)"," A special edition of pot-distilled muscat brandy aged in reconditioned wine casks and finished in an American oak hogshead from the acclaimed Kentucky distiller. Packed with the richness, weight, and fruitiness of the expressive varietal with the oak spice and wood influence of barrel aging, this is a rare treat indeed. ",Hidden
Brandy,Clear Creek Eau de Vie Pomme 8 Year Old Apple Brandy (375ml)," 96-100 points Wine Enthusiast: ""An American distilling masterpiece by distiller Steve McCarthy."" (9/2001) K&L Notes:  From the McCarthy Family Orchards in the foothills of Mount Hood comes Clear Creek Distillery's Eau de Vie Pomme. This release was made using a traditional European pot still and barrel aged for eight years. What you get is a beautiful amber-hued brandy that smells remarkably of fresh apples, but has the complexity of an oak-aged gem on the palate. Rivals the best Calvados. ",$26.99 
Brandy,Gran Duque D'Alba Spanish Brandy (750ml)," 
                                                        Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. The firm of Williams & Humbert dates back to 1877, when Alexander Williams entered his father-in-law's family wine business. Although the main branch was based in London, the company also owned bodegas in Jerez de la Frontera. The firm eventually expanded to worldwide export of their premium sherries and brandies. Today, it is owned by Royal Bols Wessanen N.V., and Luis Páez S.A. The brand Gran Duque de Alba w...
                                                        Read More » 
 Read More » ",$49.99 
Brandy,"Copper & Kings ""Cr&ftwerk"" Oskar Blues IPA-Aged Brandy (750ml)"," 
                                                        We've been anxiously awaiting the arrival of Copper & Kings's ""Cr&ftwerk"" project since we first tasted the brandies from barrel at the Louisville distillery last Fall. While craft whisky producers have spent years trying to best capture the flavor of distilled beer into an interesting and sippable spirit, we think C&K may have the better idea: aging brandy, rather than whisky, in the used barrels from some of America's most iconic breweries. The finished result actually captures more of the that beery essence than the actual distillates we've tasted sin...
                                                        Read More » 
 Read More » ",$49.99 
